registration,make,model,primaryColour,fuelType
BO55NEH,MERCEDES-BENZ,C,Silver,Diesel
BO55NFF,"ASTON MARTIN",DB11,Silver,Petrol
BO55NKY,"LAND ROVER","DISCOVERY SPORT",Grey,Diesel
BO55NSE,SKODA,KODIAQ,White,Diesel
BO55NSM,AUDI,A6,Black,Diesel
BO55NSO,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55NXZ,BMW,"5 SERIES",White,Petrol
BO55NYE,"LAND ROVER",DISCOVERY,Grey,Diesel
BO55OBZ,"LAND ROVER",DISCOVERY,Black,Diesel
BO55OWS,FORD,RANGER,Black,Diesel
BO55PHV,MERCEDES-BENZ,E,Silver,Diesel
BO55PJA,TESLA,"MODEL 3 PERFORMANCE AWD",Black,Electric
BO55PJK,TOYOTA,"LAND CRUISER",Silver,Diesel
BO55PKE,MAZDA,3,Silver,Petrol
BO55PNE,HYUNDAI,"TUCSON ULTIMATE T-GDI HEV AUTO",Black,"Hybrid Electric (Clean)"
BO55PTG,"ISUZU TRUCKS","NKR 77 TURBO ELECTRIC DI",Green,Diesel
BO55PVZ,SKODA,OCTAVIA,Red,Diesel
BO55PZP,BMW,"520D M SPORT MHEV AUTO",White,"Electric Diesel"
BO55RAK,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55RAU,MERCEDES-BENZ,"AMG A 45 S 4MATIC+ PLUS AUTO",Grey,Petrol
BO55RJW,"LAND ROVER",DISCOVERY,Blue,Diesel
BO55RKU,BMW,420,Grey,Diesel
BO55RLR,"LAND ROVER","DEFENDER X-DYNAMIC SE D MHEV A",Grey,Diesel
BO55ROX,MERCEDES-BENZ,C,Grey,Petrol
BO55RRM,SCANIA,UNKNOWN,White,Diesel
BO55RTF,"LAND ROVER",DISCOVERY,Black,Diesel
BO55RTK,"LAND ROVER","RANGE ROVER",Blue,Diesel
BO55RUJ,VAUXHALL,ZAFIRA,Red,Petrol
BO55RWV,FORD,"MUSTANG MACH-E EXT RANGE RWD",White,Electric
BO55SAZ,FORD,FIESTA,Red,Petrol
BO55SBX,PORSCHE,PANAMERA,Silver,Petrol
BO55SEK,BMW,"M4 COMPETITION M XDRIVE AUTO",Brown,Petrol
BO55SFE,MERCEDES-BENZ,"AMG GLC 63 PREMIUM 4MATIC + A",Black,Petrol
BO55SKG,BMW,"M4 COMPETITION PACKAGE S-A",Black,Petrol
BO55SUD,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55SWC,BMW,"5 SERIES",Blue,Petrol
BO55SWH,VOLKSWAGEN,TRANSPORTER,White,Diesel
BO55SWJ,RENAULT,TRAFIC,White,Diesel
BO55SWL,VOLKSWAGEN,CADDY,Blue,Diesel
BO55SZO,VOLKSWAGEN,"TRANSPORTER SE TDI S-A",Grey,Diesel
BO55TGH,BMW,X5,Black,Diesel
BO55THE,PORSCHE,"TAYCAN 4S SPORT TURISMO",Green,Electric
BO55TLY,TOYOTA,"AYGO X EDGE VVT-I AUTO",White,Petrol
BO55TPC,PEUGEOT,"EXPERT PROF PREMIUM L1 B-HDI",White,Diesel
BO55TPL,FORD,TRANSIT,White,Diesel
BO55TTB,"LAND ROVER",DEFENDER,Grey,Diesel
BO55TXP,"LAND ROVER","RANGE ROVER SPT AUTOBIO MHEV A",Black,Petrol
BO55UDN,BMW,"320I XDRIVE M SPORT AUTO",Black,Petrol
BO55UKX,MERCEDES-BENZ,S-Class,Silver,Diesel
BO55VAA,MERCEDES-BENZ,CLA,Black,Petrol
BO55VMW,VOLKSWAGEN,GOLF,White,Diesel
BO55VUA,"LAND ROVER","RANGE ROVER",Grey,"Hybrid Electric (Clean)"
BO55VWP,VOLKSWAGEN,SCIROCCO,White,Petrol
BO55WBL,VOLVO,XC40,Grey,Petrol
BO55WPL,RENAULT,TRAFIC,Grey,Diesel
BO55WTY,FORD,"TRANSIT CUSTOM",Orange,Diesel
BO55WWM,IVECO,DAILY,White,Diesel
BO55YAB,DACIA,SANDERO,Blue,Petrol
BO55YCM,JEEP,"GRAND CHEROKEE",White,Diesel
BO55YLB,MINI,PACEMAN,Blue,Petrol
BO55YLF,VOLKSWAGEN,PASSAT,Grey,Diesel
BO55YYR,"LAND ROVER","RANGE ROVER EVOQUE",White,Diesel
BO55ZUZ,VOLKSWAGEN,T-ROC,Orange,Petrol
BO55WDC,PORSCHE,"TAYCAN TURBO",Black,Electric
BO55SDR,PEUGEOT,PARTNER,White,Diesel
BO55UXO,JEEP,WRANGLER,Grey,Petrol
BO55CRZ,"EASY RIDER","M 50 JC 50 Q-7",Black,Petrol
BO55WVC,BMW,520,Black,Diesel
BO55AAZ,TOYOTA,"LANDCRUISER AMAZON",Black,Diesel
BO55AET,AUDI,Q7,Grey,Diesel
BO55AJO,"LAND ROVER",DISCOVERY,Black,Diesel
BO55APH,FORD,TRANSIT,White,Diesel
BO55APT,BMW,"530D XDRIVE M SPORT MHEV AUTO",Grey,"Electric Diesel"
BO55ATV,MERCEDES-BENZ,SPRINTER,Silver,Diesel
BO55AVH,PORSCHE,CAYENNE,Black,Diesel
BO55AVY,BMW,"X5 XDRIVE30D M SPORT MHEV AUTO",Black,"Electric Diesel"
BO55AXA,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55BAZ,CITROEN,BERLINGO,Black,Diesel
BO55BHP,FORD,MUSTANG,Red,Petrol
BO55BJS,MERCEDES-BENZ,SL,Black,Petrol
BO55BKP,"LAND ROVER","DISCOVERY LANDMARK SD6 AUTO",Grey,Diesel
BO55BNO,PORSCHE,"911 TURBO S-A",Blue,Petrol
BO55BRR,"LAND ROVER","RANGE ROVER EVOQUE R-DY SE D A",Black,Diesel
BO55BTG,KTM,X-BOW,Black,Petrol
BO55BXD,BMW,640,White,Diesel
BO55CBB,MERCEDES-BENZ,E,White,"Hybrid Electric (Clean)"
BO55CKJ,JAGUAR,XF,White,Diesel
BO55CMO,MERCEDES-BENZ,"AMG A 35 PREMIUM 4MATIC ED A",Black,Petrol
BO55CRM,NISSAN,NAVARA,Silver,Diesel
BO55DBZ,SKODA,SUPERB,White,Diesel
BO55DDE,BMW,X3,White,Diesel
BO55DDW,MERCEDES-BENZ,"CLA 180 AMG LINE AUTO",White,Petrol
BO55DEZ,MG,"3 EXCLUSIVE NAV VTI-TECH",Silver,Petrol
BO55DGU,BMW,"3 SERIES",Black,Diesel
BO55DNF,MERCEDES-BENZ,GT,Grey,Petrol
BO55DRR,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55DUP,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55DVB,VOLKSWAGEN,POLO,Silver,Petrol
BO55EED,"LAND ROVER","DISCOVERY SPT R-DYN HSE PHEV A",Grey,"Hybrid Electric (Clean)"
BO55FKB,BMW,420,Blue,Diesel
BO55FLG,AUDI,"RS Q3 SPORT ED TFSI QUATTRO SA",Black,Petrol
BO55FLP,VOLKSWAGEN,GOLF,Yellow,Petrol
BO55GBV,"LAND ROVER","DEFENDER X PHEV AUTO",Green,"Hybrid Electric (Clean)"
BO55GHC,"LAND ROVER","RANGE ROVER SPORT",Blue,Diesel
BO55GHJ,AUDI,Q7,Blue,Diesel
BO55GHR,FORD,RANGER,Black,Diesel
BO55GMA,"WESTFIELD MEGA S2000","",Blue,Petrol
BO55GOH,TOYOTA,"AYGO X-PLAY TSS VVT-I",Red,Petrol
BO55GTF,CITROEN,"C3 SHINE + BLUEHDI S/S",Grey,Diesel
BO55GVR,FORD,TRANSIT,White,Diesel
BO55GWY,BMW,420,Blue,Petrol
BO55HCP,FORD,"TRANSIT CONNECT",White,Diesel
BO55HLV,AUDI,A1,Silver,Petrol
BO55HNA,MERCEDES-BENZ,GLC,Black,Diesel
BO55HSF,BMW,"X3 M COMPETITION AUTO",Grey,Petrol
BO55HSR,MERCEDES-BENZ,E,Black,Diesel
BO55HYU,MERCEDES-BENZ,CLA,White,Petrol
BO55JGY,NISSAN,NAVARA,White,Diesel
BO55JKF,BMW,320,White,Diesel
BO55JWJ,MERCEDES-BENZ,ML,Black,Diesel
BO55JWL,SAAB,9-3,White,Diesel
BO55KAH,AUDI,Q5,Grey,Diesel
BO55KCR,VAUXHALL,COMBO,Black,Diesel
BO55KJH,FORD,MONDEO,Brown,Petrol
BO55KKC,BMW,M4,Yellow,Petrol
BO55KRP,BMW,440,Blue,Petrol
BO55KTV,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55KVC,BMW,730,Black,Diesel
BO55KWX,FORD,KUGA,White,Diesel
BO55KYZ,BMW,"3 SERIES",Black,Diesel
BO55LCY,FORD,FIESTA,Grey,Petrol
BO55LMJ,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55LPX,BMW,420,White,Petrol
BO55LXS,MITSUBISHI,OUTLANDER,Grey,"Hybrid Electric (Clean)"
BO55LYS,MERCEDES-BENZ,GLE,Black,Diesel
BO55MCM,PORSCHE,911,Brown,Petrol
BO55MCS,FORD,RANGER,Silver,Diesel
BO55MFX,BMW,"3 SERIES",White,Diesel
BO55MGE,FORD,"TRANSIT CUSTOM",Grey,Diesel
BO55MXC,VAUXHALL,VIVARO,Silver,Diesel
BO55MYG,AUDI,Q2,Silver,Petrol
BO55NBT,VOLVO,S90,Silver,Diesel
BO55NCE,FORD,"TRANSIT CUSTOM 320LMTD EBLUE A",Grey,Diesel
BO55NDJ,"LAND ROVER","R ROVER EVOQUE FIRST ED D A",Grey,Diesel
BO55NDU,MERCEDES-BENZ,X,Grey,Diesel
BO55NKA,MERCEDES-BENZ,G,Red,Diesel
BO55NSB,MERCEDES-BENZ,CLS,Black,Diesel
BO55NSS,"LAND ROVER","RANGE ROVER",Gold,Diesel
BO55NTE,MAZDA,6,Black,Petrol
BO55NWY,VOLKSWAGEN,CADDY,Blue,Diesel
BO55OGW,TESLA,"MODEL 3 STANDARD RANGE +",White,Electric
BO55ORU,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55OTE,FORD,RANGER,White,Diesel
BO55OYH,AUDI,A3,Black,Petrol
BO55PDC,TESLA,"MODEL 3 LONG RANGE AWD",White,Electric
BO55PDE,"LAND ROVER","DISCOVERY SPORT",Silver,Diesel
BO55PEL,PORSCHE,PANAMERA,Blue,Petrol
BO55PJD,VOLKSWAGEN,CADDY,Purple,Diesel
BO55PJE,PORSCHE,CAYMAN,Grey,Petrol
BO55PRB,"LAND ROVER","DEFENDER HARD TOP SE D MHEV A",Grey,Diesel
BO55PUZ,BMW,"M135I XDRIVE AUTO",Grey,Petrol
BO55PYZ,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55RAT,TOYOTA,HILUX,Blue,Diesel
BO55RDT,AUDI,A5,Blue,Petrol
BO55REH,VOLKSWAGEN,GOLF,Grey,Petrol
BO55REV,LAMBORGHINI,HURACAN,Green,Petrol
BO55RGA,VOLKSWAGEN,GOLF,White,Petrol
BO55RXX,"LAND ROVER","RANGE ROVER EVOQUE",White,Diesel
BO55RYF,FORD,FIESTA,Black,Petrol
BO55SCE,VOLKSWAGEN,CADDY,Black,Diesel
BO55SGX,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55SMZ,"ASTON MARTIN",VANTAGE,Black,Petrol
BO55SPL,FORD,EDGE,Black,Diesel
BO55SRM,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55SYP,BMW,X5,White,Diesel
BO55TFS,NISSAN,NV400,White,Diesel
BO55TTD,RENAULT,TRAFIC,Black,Diesel
BO55TVW,VOLKSWAGEN,PASSAT,White,Diesel
BO55TYB,AUDI,Q7,White,Diesel
BO55VKD,MERCEDES-BENZ,"GLA 220 AMG LINE PREM + D 4M A",Grey,Diesel
BO55VKE,KIA,SPORTAGE,White,Diesel
BO55VKG,MINI,"JOHN COOPER WORKS",Black,Petrol
BO55VSK,BMW,"I4 EDRIVE40 M SPORT",Black,Electric
BO55VXD,VAUXHALL,ASTRAVAN,Silver,Diesel
BO55VXN,"LAND ROVER","RROVER EVOQUE R-DYN SE P300E A",Grey,"Hybrid Electric (Clean)"
BO55WBB,FORD,TRANSIT,Silver,Diesel
BO55XJM,NISSAN,NAVARA,Grey,Diesel
BO55XMF,AUDI,"RS 3 VORSPRUNG TFSI QUATTRO SA",Black,Petrol
BO55XRS,AUDI,A3,Blue,Petrol
BO55YAM,YAMAHA,YZF,Silver,Petrol
BO55YKM,BENTLEY,MULSANNE,Blue,Petrol
BO55YOP,BMW,420,White,Petrol
BO55ZOL,JEEP,WRANGLER,Grey,Diesel
BO55ZWX,TOYOTA,UNKNOWN,White,Petrol
BO55ZXL,MERCEDES-BENZ,C,Black,Petrol
BO55ZUA,BMW,X2,White,Petrol
BO55HRW,"LAND ROVER","RANGE ROVER SPORT",Blue,Petrol
BO55VRJ,SEAT,LEON,Grey,Petrol
BO55KLR,AUDI,"A7 S LINE BLK ED 40TDI MHEV SA",Black,Diesel
BO55ETT,"EASY RIDER","M 50 JC 50 Q-7",Blue,Petrol
BO55LOY,MERCEDES-BENZ,A-CLASS,Silver,Diesel
BO55ACZ,FORD,FOCUS,Black,Diesel
BO55AFF,BMW,"M4 COMPETITION M XDRIVE AUTO",Green,Petrol
BO55AHO,MERCEDES-BENZ,G-CLASS,Black,Petrol
BO55AOY,FERRARI,"CALIFORNIA 2 PLUS 2 S-A",Black,Petrol
BO55BHH,"LAND ROVER","RANGE ROVER SPORT",Grey,Petrol
BO55BJR,FIAT,PANDA,White,Petrol
BO55BRN,LAMBORGHINI,AVENTADOR,Black,Petrol
BO55BVC,AUDI,A7,Black,Diesel
BO55BWG,FORD,RANGER,Orange,Diesel
BO55BWH,LEXUS,ES,White,"Hybrid Electric (Clean)"
BO55CDC,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55CDN,AUDI,"Q4 E-TRON BLACK EDITION 40",Grey,Electric
BO55CDU,FORD,TRANSIT,White,Diesel
BO55CFE,PEUGEOT,107,Black,Petrol
BO55CKY,"LAND ROVER","RANGE ROVER SPORT",Blue,Diesel
BO55CPO,AUDI,A3,Red,Petrol
BO55DAO,YAMAHA,"YZF R6 20",Blue,Petrol
BO55DMV,FORD,RANGER,White,Diesel
BO55DPO,"LAND ROVER",FREELANDER,Grey,Diesel
BO55DWG,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55DWT,"LAND ROVER","DISCOVERY SPORT",Grey,Diesel
BO55EHH,RENAULT,KADJAR,Black,Diesel
BO55EJJ,VOLKSWAGEN,"TIGUAN R-LINE TDI 4MOTION S-A",Grey,Diesel
BO55ESJ,"LAND ROVER","DISCOVERY SPORT",Silver,Diesel
BO55EVG,MERCEDES-BENZ,C,White,Petrol
BO55EYP,"LAND ROVER","R ROVER EVOQUE FIRST ED D A",Grey,Diesel
BO55EZZ,BMW,"3 SERIES",Blue,Diesel
BO55FCA,JAGUAR,F-TYPE,Grey,Petrol
BO55FGA,FORD,TRANSIT,White,Diesel
BO55FKT,"LAND ROVER","RANGE ROVER SPRT SVR CRBN ED A",Black,Petrol
BO55FLE,FORD,"TRANSIT CUSTOM 320LIMITD EBLUE",Grey,Diesel
BO55FPF,"LAND ROVER","RANGE ROVER EVOQUE",Orange,Diesel
BO55FYF,MERCEDES-BENZ,CLS,Black,Diesel
BO55GCJ,VOLKSWAGEN,T-ROC,Blue,Diesel
BO55GES,PORSCHE,CAYENNE,Blue,"Hybrid Electric (Clean)"
BO55GGT,FORD,"TRANSIT CONNECT",White,Diesel
BO55GRS,MERCEDES-BENZ,GLE,Silver,Diesel
BO55GRU,SKODA,YETI,Black,Diesel
BO55GUG,BMW,420,Grey,Diesel
BO55GWS,MERCEDES-BENZ,B-CLASS,Blue,Petrol
BO55GXG,VOLKSWAGEN,GOLF,Black,Petrol
BO55HDR,VOLKSWAGEN,TRANSPORTER,Blue,Diesel
BO55HLT,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55HRG,PORSCHE,BOXSTER,Blue,Petrol
BO55JBF,BENTLEY,"FLYING SPUR",Black,Petrol
BO55JCA,BMW,"2 SERIES",White,Petrol
BO55JEX,"LAND ROVER",DEFENDER,Grey,Diesel
BO55JGA,FORD,RANGER,Orange,Diesel
BO55JJJ,"LAND ROVER",DISCOVERY,White,Diesel
BO55JNS,FORD,"RANGER RAPTOR ECOBOOST 4X4 A",Orange,Petrol
BO55JPT,"LAND ROVER","RANGE ROVER EVOQUE",Grey,Diesel
BO55JWR,FIAT,"500E ICON",Grey,Electric
BO55JXT,AUDI,A6,Black,Diesel
BO55KAY,BENTLEY,CONTINENTAL,Silver,Petrol
BO55KEN,BMW,X1,Blue,Diesel
BO55KHA,MERCEDES-BENZ,CLK,Red,Petrol
BO55LDL,TOYOTA,HILUX,Black,Diesel
BO55LJX,PORSCHE,CAYENNE,Black,Diesel
BO55LLL,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",White,Diesel
BO55LWP,PEUGEOT,"2008 ALLURE PREMIUM EV",Blue,Electric
BO55MGC,RENAULT,TRAFIC,Silver,Diesel
BO55MLP,BMW,"5 SERIES",White,Petrol
BO55MTJ,VOLVO,S60,Blue,Petrol
BO55MWG,SKODA,OCTAVIA,Green,Petrol
BO55NCP,MAXUS,"DELIVER 9 LUX",Blue,Diesel
BO55NOA,NISSAN,NAVARA,Grey,Diesel
BO55NRA,"LAND ROVER","RANGE ROVER AUTOBIO D MHEV A",Grey,Diesel
BO55NXX,MERCEDES-BENZ,C,Blue,Diesel
BO55OAH,MAZDA,2,Blue,Petrol
BO55OKS,FORD,"PUMA ST-LINE MHEV",Grey,Petrol
BO55OMP,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55OOR,MERCEDES-BENZ,GL,Bronze,Diesel
BO55PBL,PORSCHE,macan,Black,Petrol
BO55PDG,MERCEDES-BENZ,E,Black,Diesel
BO55PFP,BMW,"320D M SPORT + EDITION MHEV A",Grey,"Electric Diesel"
BO55PGL,VOLVO,XC90,Black,Diesel
BO55PND,FORD,"EXPLORER PREMIUM EV",Blue,Electric
BO55PSF,MINI,CLUBMAN,Silver,Petrol
BO55PSJ,TESLA,"MODEL Y LONG RANGE AWD",White,Electric
BO55PUR,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55PWE,FORD,"TRANSIT CUSTOM 320 SPORT EBLUE",Orange,Diesel
BO55RAX,AUDI,Q7,Black,Diesel
BO55RBN,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55RKJ,MERCEDES-BENZ,C,White,Diesel
BO55RLV,MITSUBISHI,L200,White,Diesel
BO55RNY,FORD,FIESTA,Silver,Petrol
BO55SCB,MERCEDES-BENZ,E,Silver,Diesel
BO55SFK,FIAT,DUCATO,White,Diesel
BO55SGP,TOYOTA,"LAND CRUISER",Grey,Diesel
BO55SMR,"LAND ROVER","RANGE ROVER",Blue,Petrol
BO55SOV,AUDI,"Q7 SLN BLK ED 45TDI MHEV QTO A",Grey,Diesel
BO55SUE,PORSCHE,macan,Blue,Petrol
BO55SVS,LAMBORGHINI,AVENTADOR,Pink,Petrol
BO55TPH,NISSAN,NAVARA,Grey,Diesel
BO55UJU,MERCEDES-BENZ,GLC,Black,Petrol
BO55UKY,"LAND ROVER","DISCOVERY SPORT",White,Diesel
BO55VAG,VOLKSWAGEN,PASSAT,Black,Diesel
BO55VJE,KIA,SORENTO,Silver,Diesel
BO55VLF,MERCEDES-BENZ,SLK,Black,Petrol
BO55VLM,"LAND ROVER","RANGE ROVER VELAR",White,Petrol
BO55VNL,VAUXHALL,"GRANDLAND ULTIMATE TURBO D A",Black,Diesel
BO55WAC,PEUGEOT,PARTNER,White,Diesel
BO55WAX,CITROEN,DISPATCH,Black,Diesel
BO55WCT,BMW,X5,Black,Diesel
BO55WFL,AUDI,Q7,Grey,Diesel
BO55WRH,NISSAN,GT-R,White,Petrol
BO55WRT,"LAND ROVER",FREELANDER,White,Diesel
BO55WWD,PORSCHE,CAYENNE,Black,Diesel
BO55XHD,MERCEDES-BENZ,S-Class,Black,Diesel
BO55XJS,RENAULT,TRAFIC,Black,Diesel
BO55YCL,PORSCHE,PANAMERA,Blue,Petrol
BO55YHE,"LAND ROVER","DEFENDER HARD TOP SE D MHEV A",White,Diesel
BO55YJK,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55YNR,"LAND ROVER","RANGE ROVER",Silver,Petrol
BO55YRB,MERCEDES-BENZ,X,Black,Diesel
BO55YRR,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55ZOE,FERRARI,CALIFORNIA,White,Petrol
BO55ZOT,BMW,X1,Black,Diesel
BO55TJG,FORD,"KUGA ST-LINE FIRST EDITION",White,Petrol
BO55WFX,JAGUAR,XF,Blue,Diesel
BO55BZR,SEAT,IBIZA,Grey,Petrol
BO55EVR,AUDI,A6,Grey,Diesel
BO55JYX,FORD,FOCUS,Black,Petrol
BO55KDN,"LAND ROVER","RANGE ROVER SPORT",Blue,Petrol
BO55ADY,"LAND ROVER","RANGE ROVER",Blue,Diesel
BO55AGY,TESLA,"MODEL 3 STANDARD RANGE +",Grey,Electric
BO55AJB,KIA,"CEED GT-LINE ISG",Black,Petrol
BO55AOT,RENAULT,TRAFIC,Grey,Diesel
BO55APO,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55ASA,VOLVO,"XC60 + B4 MHEV AWD AUTO",Grey,"Electric Diesel"
BO55AVC,VOLKSWAGEN,"TRANSPORTER T28 HIGHLINE TDI",Grey,Diesel
BO55BAV,"LAND ROVER","RANGE ROVER",Blue,Diesel
BO55BHU,AUDI,A3,Black,Diesel
BO55CBF,FORD,FIESTA,Yellow,Petrol
BO55CBS,MERCEDES-BENZ,"GLA 200 AMG LINE EDITION + A",Red,Petrol
BO55CCL,CHRYSLER,"300 C",Silver,Petrol
BO55CHM,BMW,X5,Black,Diesel
BO55CMY,AUDI,A6,White,Diesel
BO55CVR,PORSCHE,CAYENNE,Red,Petrol
BO55DAL,MAZDA,3,Red,Petrol
BO55DAV,BMW,I8,Grey,"Hybrid Electric (Clean)"
BO55DDL,"LAND ROVER","RANGE ROVER SPRT SVR CRBN ED A",Blue,Petrol
BO55DGR,FORD,TRANSIT,Blue,Diesel
BO55DGS,AUDI,"Q5 S LN ED1 40TDI MHEV QUAT SA",Grey,Diesel
BO55DHF,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55DHZ,FORD,"TRANSIT CONNECT",Blue,Diesel
BO55DLH,"ROYAL ENFIELD",BULLT,Green,Petrol
BO55DST,JAGUAR,F-PACE,Grey,Diesel
BO55DVH,VAUXHALL,COMBO,White,Diesel
BO55EDS,MERCEDES-BENZ,VITO,Black,Diesel
BO55ELH,AUDI,A6,White,Diesel
BO55EMT,"LAND ROVER","RANGE ROVER SPORT",Blue,Diesel
BO55EUS,JAGUAR,XE,Black,Diesel
BO55FEY,AUDI,A6,Black,Diesel
BO55FLR,VOLKSWAGEN,CRAFTER,White,Diesel
BO55FOS,"LAND ROVER",DISCOVERY,Black,Diesel
BO55FOX,BENTLEY,"BENTAYGA V8 AUTO",Blue,Petrol
BO55GBT,"LAND ROVER","DEFENDER SE D MHEV AUTO",Green,Diesel
BO55GFN,MERCEDES-BENZ,GLA,White,Diesel
BO55GGC,VAUXHALL,ADAM,Yellow,Petrol
BO55GJF,FORD,"TRANSIT CUSTOM 300LIMITD EBLUE",Black,Diesel
BO55GMV,MERCEDES-BENZ,GL,Black,Diesel
BO55GSC,"ATUL GEMINI","",White,Petrol
BO55GWA,MERCEDES-BENZ,G-CLASS,Black,Petrol
BO55GWW,AUDI,A5,Black,Diesel
BO55HAE,HONDA,NC,Red,Petrol
BO55HBB,MERCEDES-BENZ,GLA,Black,Petrol
BO55HEU,HYUNDAI,TUCSON,Grey,Petrol
BO55HJD,NISSAN,NAVARA,Blue,Diesel
BO55HKK,BMW,M4,Black,Petrol
BO55HMS,"LAND ROVER","RANGE ROVER",Black,Petrol
BO55HOB,SCANIA,UNKNOWN,Black,Diesel
BO55HXG,MERCEDES-BENZ,C,Black,Diesel
BO55HYS,PORSCHE,CAYENNE,Grey,Petrol
BO55JJO,MERCEDES-BENZ,GLE,White,Diesel
BO55JJR,VOLVO,UNKNOWN,White,Diesel
BO55JNY,FORD,TRANSIT,White,Diesel
BO55KBP,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55KCV,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55KKH,JAGUAR,XF,Black,Petrol
BO55KMX,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55KOX,MERCEDES-BENZ,E,Silver,Diesel
BO55KRV,PORSCHE,BOXSTER,Black,Petrol
BO55LAM,PORSCHE,PANAMERA,Black,Diesel
BO55LED,VOLKSWAGEN,"AMAROK STYLE TDI 4MOTION AUTO",Blue,Diesel
BO55LGF,VOLKSWAGEN,POLO,Blue,Diesel
BO55LRE,"LAND ROVER",DEFENDER,Grey,Diesel
BO55LUV,"SMART (MCC)",FORTWO,Black,Petrol
BO55LVW,"LAND ROVER","RANGE ROVER EVOQUE R-DYN S D A",Black,Diesel
BO55MER,AUDI,A3,Silver,Diesel
BO55MPT,MERCEDES-BENZ,E,Grey,Diesel
BO55MRW,"LAND ROVER","RANGE ROVER",Blue,Diesel
BO55NCJ,FORD,"TRANSIT CONNECT",Blue,Diesel
BO55NDG,MERCEDES-BENZ,C,White,Diesel
BO55NJD,LEXUS,"RXL 450H CVT",Blue,"Hybrid Electric (Clean)"
BO55NKH,MAN,"TGE 3.180 LION XP 4X4",Grey,Diesel
BO55NRH,"LAND ROVER","RANGE ROVER SPORT",Red,Diesel
BO55OAG,HYUNDAI,TUCSON,Grey,Petrol
BO55OES,MERCEDES-BENZ,C,White,Diesel
BO55OGS,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",Grey,Diesel
BO55OHO,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55OJT,FORD,MUSTANG,Blue,Petrol
BO55ONE,MASERATI,QUATTROPORTE,Grey,Diesel
BO55ONZ,DACIA,DUSTER,White,Petrol
BO55PAO,RENAULT,"ARKANA RS LINE TCE MHEV AUTO",White,Petrol
BO55PFW,JAGUAR,XF,White,Diesel
BO55PKF,BMW,"520D M SPORT MHEV AUTO",Grey,"Electric Diesel"
BO55PMV,KIA,CEED,White,Petrol
BO55PPF,PORSCHE,"TAYCAN 4S 93KWH",Black,Electric
BO55PRK,IVECO,"DAILY 35C16B AUTO",Grey,Diesel
BO55RBW,TRIUMPH,"TIGER 800",White,Petrol
BO55RGH,SAAB,9-3,Silver,Petrol
BO55RGJ,MERCEDES-BENZ,SL,Black,Petrol
BO55RHU,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55RLD,JAGUAR,F-PACE,White,Diesel
BO55ROZ,FIAT,500,Red,Petrol
BO55RRD,VOLKSWAGEN,"TOUAREG V6 BLACK EDITION TDI A",White,Diesel
BO55RRF,HARLEY-DAVIDSON,"LOW RIDER ST 1923 23",Black,Petrol
BO55RYM,ISUZU,"D-MAX V-CROSS AUTO",Black,Diesel
BO55SDM,BMW,330,Silver,"Hybrid Electric (Clean)"
BO55SGW,VOLKSWAGEN,GOLF,Black,Diesel
BO55SJC,"LAND ROVER","DISCOVERY HSE SD6 AUTO",Grey,Diesel
BO55SLL,"LAND ROVER","RANGE ROVER",Silver,Diesel
BO55SUS,"ROLLS ROYCE","CULLINAN V12 AUTO",Black,Petrol
BO55SXY,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55TJE,NISSAN,"QASHQAI PREMIERE ED DIG-T MHEV",Grey,"Hybrid Electric (Clean)"
BO55TNJ,CHRYSLER,"GRAND VOYAGER",Blue,Diesel
BO55TNP,DACIA,DUSTER,Grey,Petrol
BO55TYG,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
